HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"20,20,20,20,20",0.001,3000,0.0783018,1,8.30047,0,8.30047
"20,20,20,20,20",0.001,3000,0.0783018,2,7.94178,0,7.94178
"20,20,20,20,20",0.001,3000,0.0783018,3,7.66436,0,7.66436
"20,20,20,20,20",0.001,3000,0.0783018,4,7.39653,0,7.39653
"20,20,20,20,20",0.001,3000,0.0783018,5,7.10919,0,7.10919
"20,20,20,20,20",0.001,3000,0.0783018,6,6.78169,0,6.78169
"20,20,20,20,20",0.001,3000,0.0783018,7,6.39275,0,6.39275
"20,20,20,20,20",0.001,3000,0.0783018,8,5.91961,0,5.91961
"20,20,20,20,20",0.001,3000,0.0783018,9,5.34018,0,5.34018
"20,20,20,20,20",0.001,3000,0.0783018,10,4.64214,0,4.64214
"20,20,20,20,20",0.001,3000,0.0783018,11,3.84079,0,3.84079
"20,20,20,20,20",0.001,3000,0.0783018,12,2.99504,0,2.99504
"20,20,20,20,20",0.001,3000,0.0783018,13,2.20741,0,2.20741
"20,20,20,20,20",0.001,3000,0.0783018,14,1.58832,0,1.58832
"20,20,20,20,20",0.001,3000,0.0783018,15,1.18352,0,1.18352
"20,20,20,20,20",0.001,3000,0.0783018,16,0.946624,0,0.946624
"20,20,20,20,20",0.001,3000,0.0783018,17,0.807399,0,0.807399
"20,20,20,20,20",0.001,3000,0.0783018,18,0.721021,0,0.721021
"20,20,20,20,20",0.001,3000,0.0783018,19,0.664196,0,0.664196
"20,20,20,20,20",0.001,3000,0.0783018,20,0.624115,0,0.624115
"20,20,20,20,20",0.001,3000,0.0783018,21,0.593593,0,0.593593
"20,20,20,20,20",0.001,3000,0.0783018,22,0.568703,0,0.568703
"20,20,20,20,20",0.001,3000,0.0783018,23,0.547342,0,0.547342
"20,20,20,20,20",0.001,3000,0.0783018,24,0.528371,0,0.528371
"20,20,20,20,20",0.001,3000,0.0783018,25,0.511153,0,0.511153
"20,20,20,20,20",0.001,3000,0.0783018,26,0.495304,0,0.495304
"20,20,20,20,20",0.001,3000,0.0783018,27,0.480573,0,0.480573
"20,20,20,20,20",0.001,3000,0.0783018,28,0.466785,0,0.466785
