HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30",0.0001,3000,0.0783018,1,7.93537,0,7.93537
"30,30,30,30",0.0001,3000,0.0783018,2,7.88803,0,7.88803
"30,30,30,30",0.0001,3000,0.0783018,3,7.85489,0,7.85489
"30,30,30,30",0.0001,3000,0.0783018,4,7.82785,0,7.82785
"30,30,30,30",0.0001,3000,0.0783018,5,7.80436,0,7.80436
"30,30,30,30",0.0001,3000,0.0783018,6,7.78324,0,7.78324
"30,30,30,30",0.0001,3000,0.0783018,7,7.76384,0,7.76384
"30,30,30,30",0.0001,3000,0.0783018,8,7.74575,0,7.74575
"30,30,30,30",0.0001,3000,0.0783018,9,7.72869,0,7.72869
"30,30,30,30",0.0001,3000,0.0783018,10,7.71247,0,7.71247
"30,30,30,30",0.0001,3000,0.0783018,11,7.69695,0,7.69695
"30,30,30,30",0.0001,3000,0.0783018,12,7.68202,0,7.68202
"30,30,30,30",0.0001,3000,0.0783018,13,7.66759,0,7.66759
"30,30,30,30",0.0001,3000,0.0783018,14,7.6536,0,7.6536
"30,30,30,30",0.0001,3000,0.0783018,15,7.63998,0,7.63998
"30,30,30,30",0.0001,3000,0.0783018,16,7.6267,0,7.6267
"30,30,30,30",0.0001,3000,0.0783018,17,7.61371,0,7.61371
"30,30,30,30",0.0001,3000,0.0783018,18,7.60098,0,7.60098
"30,30,30,30",0.0001,3000,0.0783018,19,7.58848,0,7.58848
"30,30,30,30",0.0001,3000,0.0783018,20,7.5762,0,7.5762
"30,30,30,30",0.0001,3000,0.0783018,21,7.5641,0,7.5641
"30,30,30,30",0.0001,3000,0.0783018,22,7.55217,0,7.55217
"30,30,30,30",0.0001,3000,0.0783018,23,7.54039,0,7.54039
"30,30,30,30",0.0001,3000,0.0783018,24,7.52875,0,7.52875
"30,30,30,30",0.0001,3000,0.0783018,25,7.51723,0,7.51723
"30,30,30,30",0.0001,3000,0.0783018,26,7.50583,0,7.50583
"30,30,30,30",0.0001,3000,0.0783018,27,7.49453,0,7.49453
"30,30,30,30",0.0001,3000,0.0783018,28,7.48333,0,7.48333
"30,30,30,30",0.0001,3000,0.0783018,29,7.47221,0,7.47221
"30,30,30,30",0.0001,3000,0.0783018,30,7.46117,0,7.46117
"30,30,30,30",0.0001,3000,0.0783018,31,7.45019,0,7.45019
"30,30,30,30",0.0001,3000,0.0783018,32,7.43928,0,7.43928
"30,30,30,30",0.0001,3000,0.0783018,33,7.42843,0,7.42843
"30,30,30,30",0.0001,3000,0.0783018,34,7.41763,0,7.41763
"30,30,30,30",0.0001,3000,0.0783018,35,7.40687,0,7.40687
"30,30,30,30",0.0001,3000,0.0783018,36,7.39616,0,7.39616
"30,30,30,30",0.0001,3000,0.0783018,37,7.38548,0,7.38548
"30,30,30,30",0.0001,3000,0.0783018,38,7.37483,0,7.37483
"30,30,30,30",0.0001,3000,0.0783018,39,7.36421,0,7.36421
"30,30,30,30",0.0001,3000,0.0783018,40,7.35361,0,7.35361
"30,30,30,30",0.0001,3000,0.0783018,41,7.34304,0,7.34304
"30,30,30,30",0.0001,3000,0.0783018,42,7.33248,0,7.33248
"30,30,30,30",0.0001,3000,0.0783018,43,7.32194,0,7.32194
"30,30,30,30",0.0001,3000,0.0783018,44,7.3114,0,7.3114
"30,30,30,30",0.0001,3000,0.0783018,45,7.30088,0,7.30088
"30,30,30,30",0.0001,3000,0.0783018,46,7.29036,0,7.29036
"30,30,30,30",0.0001,3000,0.0783018,47,7.27984,0,7.27984
"30,30,30,30",0.0001,3000,0.0783018,48,7.26932,0,7.26932
"30,30,30,30",0.0001,3000,0.0783018,49,7.25879,0,7.25879
"30,30,30,30",0.0001,3000,0.0783018,50,7.24826,0,7.24826
"30,30,30,30",0.0001,3000,0.0783018,51,7.23773,0,7.23773
"30,30,30,30",0.0001,3000,0.0783018,52,7.22718,0,7.22718
"30,30,30,30",0.0001,3000,0.0783018,53,7.21662,0,7.21662
"30,30,30,30",0.0001,3000,0.0783018,54,7.20604,0,7.20604
"30,30,30,30",0.0001,3000,0.0783018,55,7.19545,0,7.19545
"30,30,30,30",0.0001,3000,0.0783018,56,7.18484,0,7.18484
"30,30,30,30",0.0001,3000,0.0783018,57,7.17421,0,7.17421
"30,30,30,30",0.0001,3000,0.0783018,58,7.16355,0,7.16355
