HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30",0.001,3000,0.0783018,1,8.24514,0,8.24514
"30,30,30,30,30",0.001,3000,0.0783018,2,7.80464,0,7.80464
"30,30,30,30,30",0.001,3000,0.0783018,3,7.38649,0,7.38649
"30,30,30,30,30",0.001,3000,0.0783018,4,6.79513,0,6.79513
"30,30,30,30,30",0.001,3000,0.0783018,5,5.81395,0,5.81395
"30,30,30,30,30",0.001,3000,0.0783018,6,4.22645,0,4.22645
"30,30,30,30,30",0.001,3000,0.0783018,7,2.25974,0,2.25974
"30,30,30,30,30",0.001,3000,0.0783018,8,1.11287,0,1.11287
"30,30,30,30,30",0.001,3000,0.0783018,9,0.823545,0,0.823545
"30,30,30,30,30",0.001,3000,0.0783018,10,0.674261,0,0.674261
"30,30,30,30,30",0.001,3000,0.0783018,11,0.599981,0,0.599981
"30,30,30,30,30",0.001,3000,0.0783018,12,0.55152,0,0.55152
"30,30,30,30,30",0.001,3000,0.0783018,13,0.515235,0,0.515235
"30,30,30,30,30",0.001,3000,0.0783018,14,0.488138,0,0.488138
"30,30,30,30,30",0.001,3000,0.0783018,15,0.462585,0,0.462585
"30,30,30,30,30",0.001,3000,0.0783018,16,0.435598,0,0.435598
"30,30,30,30,30",0.001,3000,0.0783018,17,0.411849,0,0.411849
"30,30,30,30,30",0.001,3000,0.0783018,18,0.391295,0,0.391295
"30,30,30,30,30",0.001,3000,0.0783018,19,0.372785,0,0.372785
"30,30,30,30,30",0.001,3000,0.0783018,20,0.35579,0,0.35579
"30,30,30,30,30",0.001,3000,0.0783018,21,0.339986,0,0.339986
"30,30,30,30,30",0.001,3000,0.0783018,22,0.325209,0,0.325209
"30,30,30,30,30",0.001,3000,0.0783018,23,0.311321,0,0.311321
"30,30,30,30,30",0.001,3000,0.0783018,24,0.298238,0,0.298238
"30,30,30,30,30",0.001,3000,0.0783018,25,0.28588,0,0.28588
"30,30,30,30,30",0.001,3000,0.0783018,26,0.274213,0,0.274213
"30,30,30,30,30",0.001,3000,0.0783018,27,0.263193,0,0.263193
"30,30,30,30,30",0.001,3000,0.0783018,28,0.252878,0,0.252878
"30,30,30,30,30",0.001,3000,0.0783018,29,0.243253,0,0.243253
"30,30,30,30,30",0.001,3000,0.0783018,30,0.234671,0,0.234671
"30,30,30,30,30",0.001,3000,0.0783018,31,0.227025,0,0.227025
"30,30,30,30,30",0.001,3000,0.0783018,32,0.221705,0,0.221705
"30,30,30,30,30",0.001,3000,0.0783018,33,0.217234,0,0.217234
"30,30,30,30,30",0.001,3000,0.0783018,34,0.218319,0,0.218319
"30,30,30,30,30",0.001,3000,0.0783018,35,0.215277,0,0.215277
"30,30,30,30,30",0.001,3000,0.0783018,36,0.222427,0,0.222427
"30,30,30,30,30",0.001,3000,0.0783018,37,0.210359,0,0.210359
"30,30,30,30,30",0.001,3000,0.0783018,38,0.213829,0,0.213829
"30,30,30,30,30",0.001,3000,0.0783018,39,0.192454,0,0.192454
"30,30,30,30,30",0.001,3000,0.0783018,40,0.188602,0,0.188602
"30,30,30,30,30",0.001,3000,0.0783018,41,0.170663,0,0.170663
"30,30,30,30,30",0.001,3000,0.0783018,42,0.164232,0,0.164232
"30,30,30,30,30",0.001,3000,0.0783018,43,0.152449,0,0.152449
"30,30,30,30,30",0.001,3000,0.0783018,44,0.146281,0,0.146281
"30,30,30,30,30",0.001,3000,0.0783018,45,0.138353,0,0.138353
"30,30,30,30,30",0.001,3000,0.0783018,46,0.133018,0,0.133018
"30,30,30,30,30",0.001,3000,0.0783018,47,0.127146,0,0.127146
"30,30,30,30,30",0.001,3000,0.0783018,48,0.12256,0,0.12256
"30,30,30,30,30",0.001,3000,0.0783018,49,0.117847,0,0.117847
"30,30,30,30,30",0.001,3000,0.0783018,50,0.113863,0,0.113863
"30,30,30,30,30",0.001,3000,0.0783018,51,0.109895,0,0.109895
"30,30,30,30,30",0.001,3000,0.0783018,52,0.106409,0,0.106409
"30,30,30,30,30",0.001,3000,0.0783018,53,0.102991,0,0.102991
"30,30,30,30,30",0.001,3000,0.0783018,54,0.0999372,0,0.0999372
"30,30,30,30,30",0.001,3000,0.0783018,55,0.0969705,0,0.0969705
"30,30,30,30,30",0.001,3000,0.0783018,56,0.0943078,0,0.0943078
"30,30,30,30,30",0.001,3000,0.0783018,57,0.0917343,0,0.0917343
"30,30,30,30,30",0.001,3000,0.0783018,58,0.0894368,0,0.0894368
"30,30,30,30,30",0.001,3000,0.0783018,59,0.0872204,0,0.0872204
"30,30,30,30,30",0.001,3000,0.0783018,60,0.0852738,0,0.0852738
"30,30,30,30,30",0.001,3000,0.0783018,61,0.0833921,0,0.0833921
"30,30,30,30,30",0.001,3000,0.0783018,62,0.0817975,0,0.0817975
"30,30,30,30,30",0.001,3000,0.0783018,63,0.0802413,0,0.0802413
"30,30,30,30,30",0.001,3000,0.0783018,64,0.0790251,0,0.0790251
"30,30,30,30,30",0.001,3000,0.0783018,65,0.0778016,0,0.0778016
"30,30,30,30,30",0.001,3000,0.0783018,66,0.077033,0,0.077033
"30,30,30,30,30",0.001,3000,0.0783018,67,0.0761663,0,0.0761663
"30,30,30,30,30",0.001,3000,0.0783018,68,0.0759793,0,0.0759793
"30,30,30,30,30",0.001,3000,0.0783018,69,0.0754903,0,0.0754903
"30,30,30,30,30",0.001,3000,0.0783018,70,0.0760904,0,0.0760904
"30,30,30,30,30",0.001,3000,0.0783018,71,0.075924,0,0.075924
"30,30,30,30,30",0.001,3000,0.0783018,72,0.077533,0,0.077533
"30,30,30,30,30",0.001,3000,0.0783018,73,0.0774166,0,0.0774166
"30,30,30,30,30",0.001,3000,0.0783018,74,0.0800976,0,0.0800976
"30,30,30,30,30",0.001,3000,0.0783018,75,0.0794186,0,0.0794186
"30,30,30,30,30",0.001,3000,0.0783018,76,0.0827944,0,0.0827944
"30,30,30,30,30",0.001,3000,0.0783018,77,0.0807639,0,0.0807639
"30,30,30,30,30",0.001,3000,0.0783018,78,0.0839365,0,0.0839365
"30,30,30,30,30",0.001,3000,0.0783018,79,0.0802622,0,0.0802622
"30,30,30,30,30",0.001,3000,0.0783018,80,0.0823501,0,0.0823501
"30,30,30,30,30",0.001,3000,0.0783018,81,0.0777375,0,0.0777375
