HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,1,7.79901,0,7.79901
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,2,7.77842,0,7.77842
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,3,7.76389,0,7.76389
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,4,7.75204,0,7.75204
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,5,7.74176,0,7.74176
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,6,7.73256,0,7.73256
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,7,7.72414,0,7.72414
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,8,7.71633,0,7.71633
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,9,7.709,0,7.709
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,10,7.70208,0,7.70208
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,11,7.69549,0,7.69549
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,12,7.68919,0,7.68919
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,13,7.68315,0,7.68315
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,14,7.67732,0,7.67732
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,15,7.67169,0,7.67169
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,16,7.66624,0,7.66624
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,17,7.66095,0,7.66095
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,18,7.6558,0,7.6558
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,19,7.65078,0,7.65078
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,20,7.64589,0,7.64589
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,21,7.6411,0,7.6411
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,22,7.63641,0,7.63641
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,23,7.63182,0,7.63182
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,24,7.62732,0,7.62732
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,25,7.6229,0,7.6229
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,26,7.61856,0,7.61856
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,27,7.61429,0,7.61429
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,28,7.61008,0,7.61008
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,29,7.60594,0,7.60594
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,30,7.60187,0,7.60187
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,31,7.59784,0,7.59784
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,32,7.59387,0,7.59387
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,33,7.58996,0,7.58996
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,34,7.58609,0,7.58609
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,35,7.58226,0,7.58226
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,36,7.57848,0,7.57848
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,37,7.57475,0,7.57475
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,38,7.57105,0,7.57105
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,39,7.56739,0,7.56739
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,40,7.56377,0,7.56377
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,41,7.56018,0,7.56018
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,42,7.55663,0,7.55663
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,43,7.55311,0,7.55311
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,44,7.54961,0,7.54961
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,45,7.54615,0,7.54615
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,46,7.54272,0,7.54272
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,47,7.53932,0,7.53932
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,48,7.53594,0,7.53594
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,49,7.53259,0,7.53259
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,50,7.52926,0,7.52926
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,51,7.52595,0,7.52595
"10,10,10,10,10,10,10",0.0001,3000,0.0783018,52,7.52267,0,7.52267
