HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30,30",0.0001,3000,0.0783018,1,7.51335,0,7.51335
"30,30,30,30,30,30",0.0001,3000,0.0783018,2,7.47449,0,7.47449
"30,30,30,30,30,30",0.0001,3000,0.0783018,3,7.44684,0,7.44684
"30,30,30,30,30,30",0.0001,3000,0.0783018,4,7.42406,0,7.42406
"30,30,30,30,30,30",0.0001,3000,0.0783018,5,7.40415,0,7.40415
"30,30,30,30,30,30",0.0001,3000,0.0783018,6,7.38616,0,7.38616
"30,30,30,30,30,30",0.0001,3000,0.0783018,7,7.36957,0,7.36957
"30,30,30,30,30,30",0.0001,3000,0.0783018,8,7.35404,0,7.35404
"30,30,30,30,30,30",0.0001,3000,0.0783018,9,7.33937,0,7.33937
"30,30,30,30,30,30",0.0001,3000,0.0783018,10,7.32539,0,7.32539
"30,30,30,30,30,30",0.0001,3000,0.0783018,11,7.31198,0,7.31198
"30,30,30,30,30,30",0.0001,3000,0.0783018,12,7.29906,0,7.29906
"30,30,30,30,30,30",0.0001,3000,0.0783018,13,7.28657,0,7.28657
"30,30,30,30,30,30",0.0001,3000,0.0783018,14,7.27444,0,7.27444
"30,30,30,30,30,30",0.0001,3000,0.0783018,15,7.26262,0,7.26262
"30,30,30,30,30,30",0.0001,3000,0.0783018,16,7.25109,0,7.25109
"30,30,30,30,30,30",0.0001,3000,0.0783018,17,7.2398,0,7.2398
"30,30,30,30,30,30",0.0001,3000,0.0783018,18,7.22874,0,7.22874
"30,30,30,30,30,30",0.0001,3000,0.0783018,19,7.21787,0,7.21787
"30,30,30,30,30,30",0.0001,3000,0.0783018,20,7.20718,0,7.20718
"30,30,30,30,30,30",0.0001,3000,0.0783018,21,7.19664,0,7.19664
"30,30,30,30,30,30",0.0001,3000,0.0783018,22,7.18624,0,7.18624
"30,30,30,30,30,30",0.0001,3000,0.0783018,23,7.17598,0,7.17598
"30,30,30,30,30,30",0.0001,3000,0.0783018,24,7.16582,0,7.16582
"30,30,30,30,30,30",0.0001,3000,0.0783018,25,7.15577,0,7.15577
"30,30,30,30,30,30",0.0001,3000,0.0783018,26,7.1458,0,7.1458
"30,30,30,30,30,30",0.0001,3000,0.0783018,27,7.13592,0,7.13592
"30,30,30,30,30,30",0.0001,3000,0.0783018,28,7.12611,0,7.12611
"30,30,30,30,30,30",0.0001,3000,0.0783018,29,7.11636,0,7.11636
"30,30,30,30,30,30",0.0001,3000,0.0783018,30,7.10667,0,7.10667
"30,30,30,30,30,30",0.0001,3000,0.0783018,31,7.09703,0,7.09703
"30,30,30,30,30,30",0.0001,3000,0.0783018,32,7.08743,0,7.08743
"30,30,30,30,30,30",0.0001,3000,0.0783018,33,7.07787,0,7.07787
"30,30,30,30,30,30",0.0001,3000,0.0783018,34,7.06834,0,7.06834
"30,30,30,30,30,30",0.0001,3000,0.0783018,35,7.05883,0,7.05883
"30,30,30,30,30,30",0.0001,3000,0.0783018,36,7.04935,0,7.04935
"30,30,30,30,30,30",0.0001,3000,0.0783018,37,7.03988,0,7.03988
"30,30,30,30,30,30",0.0001,3000,0.0783018,38,7.03043,0,7.03043
"30,30,30,30,30,30",0.0001,3000,0.0783018,39,7.02098,0,7.02098
"30,30,30,30,30,30",0.0001,3000,0.0783018,40,7.01154,0,7.01154
"30,30,30,30,30,30",0.0001,3000,0.0783018,41,7.0021,0,7.0021
"30,30,30,30,30,30",0.0001,3000,0.0783018,42,6.99266,0,6.99266
"30,30,30,30,30,30",0.0001,3000,0.0783018,43,6.98322,0,6.98322
"30,30,30,30,30,30",0.0001,3000,0.0783018,44,6.97376,0,6.97376
"30,30,30,30,30,30",0.0001,3000,0.0783018,45,6.9643,0,6.9643
"30,30,30,30,30,30",0.0001,3000,0.0783018,46,6.95482,0,6.95482
"30,30,30,30,30,30",0.0001,3000,0.0783018,47,6.94532,0,6.94532
"30,30,30,30,30,30",0.0001,3000,0.0783018,48,6.93581,0,6.93581
"30,30,30,30,30,30",0.0001,3000,0.0783018,49,6.92628,0,6.92628
"30,30,30,30,30,30",0.0001,3000,0.0783018,50,6.91672,0,6.91672
"30,30,30,30,30,30",0.0001,3000,0.0783018,51,6.90713,0,6.90713
"30,30,30,30,30,30",0.0001,3000,0.0783018,52,6.89752,0,6.89752
"30,30,30,30,30,30",0.0001,3000,0.0783018,53,6.88787,0,6.88787
"30,30,30,30,30,30",0.0001,3000,0.0783018,54,6.8782,0,6.8782
"30,30,30,30,30,30",0.0001,3000,0.0783018,55,6.86848,0,6.86848
"30,30,30,30,30,30",0.0001,3000,0.0783018,56,6.85874,0,6.85874
"30,30,30,30,30,30",0.0001,3000,0.0783018,57,6.84895,0,6.84895
"30,30,30,30,30,30",0.0001,3000,0.0783018,58,6.83912,0,6.83912
"30,30,30,30,30,30",0.0001,3000,0.0783018,59,6.82925,0,6.82925
"30,30,30,30,30,30",0.0001,3000,0.0783018,60,6.81933,0,6.81933
"30,30,30,30,30,30",0.0001,3000,0.0783018,61,6.80936,0,6.80936
"30,30,30,30,30,30",0.0001,3000,0.0783018,62,6.79935,0,6.79935
"30,30,30,30,30,30",0.0001,3000,0.0783018,63,6.78928,0,6.78928
"30,30,30,30,30,30",0.0001,3000,0.0783018,64,6.77917,0,6.77917
"30,30,30,30,30,30",0.0001,3000,0.0783018,65,6.76899,0,6.76899
"30,30,30,30,30,30",0.0001,3000,0.0783018,66,6.75877,0,6.75877
"30,30,30,30,30,30",0.0001,3000,0.0783018,67,6.74848,0,6.74848
"30,30,30,30,30,30",0.0001,3000,0.0783018,68,6.73813,0,6.73813
"30,30,30,30,30,30",0.0001,3000,0.0783018,69,6.72772,0,6.72772
"30,30,30,30,30,30",0.0001,3000,0.0783018,70,6.71725,0,6.71725
"30,30,30,30,30,30",0.0001,3000,0.0783018,71,6.70671,0,6.70671
"30,30,30,30,30,30",0.0001,3000,0.0783018,72,6.6961,0,6.6961
"30,30,30,30,30,30",0.0001,3000,0.0783018,73,6.68542,0,6.68542
