HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"10,10,10,10,10,10",0.0001,3000,0.0783018,1,7.99488,0,7.99488
"10,10,10,10,10,10",0.0001,3000,0.0783018,2,7.96802,0,7.96802
"10,10,10,10,10,10",0.0001,3000,0.0783018,3,7.94885,0,7.94885
"10,10,10,10,10,10",0.0001,3000,0.0783018,4,7.93308,0,7.93308
"10,10,10,10,10,10",0.0001,3000,0.0783018,5,7.91933,0,7.91933
"10,10,10,10,10,10",0.0001,3000,0.0783018,6,7.90695,0,7.90695
"10,10,10,10,10,10",0.0001,3000,0.0783018,7,7.89558,0,7.89558
"10,10,10,10,10,10",0.0001,3000,0.0783018,8,7.885,0,7.885
"10,10,10,10,10,10",0.0001,3000,0.0783018,9,7.87504,0,7.87504
"10,10,10,10,10,10",0.0001,3000,0.0783018,10,7.8656,0,7.8656
"10,10,10,10,10,10",0.0001,3000,0.0783018,11,7.8566,0,7.8566
"10,10,10,10,10,10",0.0001,3000,0.0783018,12,7.84798,0,7.84798
"10,10,10,10,10,10",0.0001,3000,0.0783018,13,7.83968,0,7.83968
"10,10,10,10,10,10",0.0001,3000,0.0783018,14,7.83166,0,7.83166
"10,10,10,10,10,10",0.0001,3000,0.0783018,15,7.8239,0,7.8239
"10,10,10,10,10,10",0.0001,3000,0.0783018,16,7.81637,0,7.81637
"10,10,10,10,10,10",0.0001,3000,0.0783018,17,7.80904,0,7.80904
"10,10,10,10,10,10",0.0001,3000,0.0783018,18,7.8019,0,7.8019
"10,10,10,10,10,10",0.0001,3000,0.0783018,19,7.79492,0,7.79492
"10,10,10,10,10,10",0.0001,3000,0.0783018,20,7.7881,0,7.7881
"10,10,10,10,10,10",0.0001,3000,0.0783018,21,7.78143,0,7.78143
"10,10,10,10,10,10",0.0001,3000,0.0783018,22,7.77488,0,7.77488
"10,10,10,10,10,10",0.0001,3000,0.0783018,23,7.76846,0,7.76846
"10,10,10,10,10,10",0.0001,3000,0.0783018,24,7.76215,0,7.76215
"10,10,10,10,10,10",0.0001,3000,0.0783018,25,7.75595,0,7.75595
"10,10,10,10,10,10",0.0001,3000,0.0783018,26,7.74984,0,7.74984
