HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30",0.001,3000,0.0783018,1,7.20753,0,7.20753
"30,30,30,30",0.001,3000,0.0783018,2,6.71713,0,6.71713
"30,30,30,30",0.001,3000,0.0783018,3,6.27757,0,6.27757
"30,30,30,30",0.001,3000,0.0783018,4,5.73763,0,5.73763
"30,30,30,30",0.001,3000,0.0783018,5,5.02556,0,5.02556
"30,30,30,30",0.001,3000,0.0783018,6,4.10208,0,4.10208
"30,30,30,30",0.001,3000,0.0783018,7,3.00136,0,3.00136
"30,30,30,30",0.001,3000,0.0783018,8,1.88314,0,1.88314
"30,30,30,30",0.001,3000,0.0783018,9,1.02636,0,1.02636
"30,30,30,30",0.001,3000,0.0783018,10,0.623947,0,0.623947
"30,30,30,30",0.001,3000,0.0783018,11,0.516047,0,0.516047
"30,30,30,30",0.001,3000,0.0783018,12,0.47117,0,0.47117
"30,30,30,30",0.001,3000,0.0783018,13,0.439506,0,0.439506
"30,30,30,30",0.001,3000,0.0783018,14,0.414768,0,0.414768
"30,30,30,30",0.001,3000,0.0783018,15,0.394795,0,0.394795
"30,30,30,30",0.001,3000,0.0783018,16,0.376703,0,0.376703
"30,30,30,30",0.001,3000,0.0783018,17,0.358518,0,0.358518
"30,30,30,30",0.001,3000,0.0783018,18,0.340973,0,0.340973
"30,30,30,30",0.001,3000,0.0783018,19,0.324854,0,0.324854
"30,30,30,30",0.001,3000,0.0783018,20,0.309669,0,0.309669
"30,30,30,30",0.001,3000,0.0783018,21,0.295134,0,0.295134
"30,30,30,30",0.001,3000,0.0783018,22,0.281057,0,0.281057
"30,30,30,30",0.001,3000,0.0783018,23,0.267353,0,0.267353
"30,30,30,30",0.001,3000,0.0783018,24,0.253962,0,0.253962
"30,30,30,30",0.001,3000,0.0783018,25,0.240852,0,0.240852
"30,30,30,30",0.001,3000,0.0783018,26,0.228005,0,0.228005
"30,30,30,30",0.001,3000,0.0783018,27,0.215416,0,0.215416
"30,30,30,30",0.001,3000,0.0783018,28,0.203096,0,0.203096
"30,30,30,30",0.001,3000,0.0783018,29,0.191066,0,0.191066
"30,30,30,30",0.001,3000,0.0783018,30,0.179365,0,0.179365
"30,30,30,30",0.001,3000,0.0783018,31,0.168039,0,0.168039
"30,30,30,30",0.001,3000,0.0783018,32,0.15715,0,0.15715
"30,30,30,30",0.001,3000,0.0783018,33,0.146765,0,0.146765
"30,30,30,30",0.001,3000,0.0783018,34,0.136958,0,0.136958
"30,30,30,30",0.001,3000,0.0783018,35,0.127797,0,0.127797
"30,30,30,30",0.001,3000,0.0783018,36,0.119347,0,0.119347
"30,30,30,30",0.001,3000,0.0783018,37,0.111655,0,0.111655
"30,30,30,30",0.001,3000,0.0783018,38,0.10475,0,0.10475
"30,30,30,30",0.001,3000,0.0783018,39,0.0986343,0,0.0986343
"30,30,30,30",0.001,3000,0.0783018,40,0.0932827,0,0.0932827
"30,30,30,30",0.001,3000,0.0783018,41,0.088648,0,0.088648
"30,30,30,30",0.001,3000,0.0783018,42,0.0846603,0,0.0846603
"30,30,30,30",0.001,3000,0.0783018,43,0.0812404,0,0.0812404
"30,30,30,30",0.001,3000,0.0783018,44,0.0783009,0,0.0783009
"30,30,30,30",0.001,3000,0.0783018,45,0.0757613,0,0.0757613
"30,30,30,30",0.001,3000,0.0783018,46,0.0735458,0,0.0735458
"30,30,30,30",0.001,3000,0.0783018,47,0.0715936,0,0.0715936
"30,30,30,30",0.001,3000,0.0783018,48,0.0698534,0,0.0698534
"30,30,30,30",0.001,3000,0.0783018,49,0.0682879,0,0.0682879
"30,30,30,30",0.001,3000,0.0783018,50,0.0668676,0,0.0668676
"30,30,30,30",0.001,3000,0.0783018,51,0.065572,0,0.065572
"30,30,30,30",0.001,3000,0.0783018,52,0.0643846,0,0.0643846
"30,30,30,30",0.001,3000,0.0783018,53,0.0632939,0,0.0632939
"30,30,30,30",0.001,3000,0.0783018,54,0.0622897,0,0.0622897
"30,30,30,30",0.001,3000,0.0783018,55,0.0613649,0,0.0613649
"30,30,30,30",0.001,3000,0.0783018,56,0.0605123,0,0.0605123
"30,30,30,30",0.001,3000,0.0783018,57,0.0597268,0,0.0597268
"30,30,30,30",0.001,3000,0.0783018,58,0.0590027,0,0.0590027
"30,30,30,30",0.001,3000,0.0783018,59,0.058336,0,0.058336
"30,30,30,30",0.001,3000,0.0783018,60,0.0577218,0,0.0577218
"30,30,30,30",0.001,3000,0.0783018,61,0.0571573,0,0.0571573
"30,30,30,30",0.001,3000,0.0783018,62,0.056638,0,0.056638
"30,30,30,30",0.001,3000,0.0783018,63,0.056162,0,0.056162
"30,30,30,30",0.001,3000,0.0783018,64,0.0557252,0,0.0557252
"30,30,30,30",0.001,3000,0.0783018,65,0.0553265,0,0.0553265
"30,30,30,30",0.001,3000,0.0783018,66,0.0549617,0,0.0549617
"30,30,30,30",0.001,3000,0.0783018,67,0.0546305,0,0.0546305
"30,30,30,30",0.001,3000,0.0783018,68,0.0543282,0,0.0543282
"30,30,30,30",0.001,3000,0.0783018,69,0.0540552,0,0.0540552
"30,30,30,30",0.001,3000,0.0783018,70,0.0538045,0,0.0538045
"30,30,30,30",0.001,3000,0.0783018,71,0.0535779,0,0.0535779
"30,30,30,30",0.001,3000,0.0783018,72,0.0533652,0,0.0533652
"30,30,30,30",0.001,3000,0.0783018,73,0.0531704,0,0.0531704
"30,30,30,30",0.001,3000,0.0783018,74,0.0529803,0,0.0529803
"30,30,30,30",0.001,3000,0.0783018,75,0.0528034,0,0.0528034
"30,30,30,30",0.001,3000,0.0783018,76,0.0526248,0,0.0526248
"30,30,30,30",0.001,3000,0.0783018,77,0.0524584,0,0.0524584
"30,30,30,30",0.001,3000,0.0783018,78,0.0522882,0,0.0522882
"30,30,30,30",0.001,3000,0.0783018,79,0.0521318,0,0.0521318
"30,30,30,30",0.001,3000,0.0783018,80,0.0519717,0,0.0519717
"30,30,30,30",0.001,3000,0.0783018,81,0.051827,0,0.051827
"30,30,30,30",0.001,3000,0.0783018,82,0.0516787,0,0.0516787
"30,30,30,30",0.001,3000,0.0783018,83,0.0515459,0,0.0515459
"30,30,30,30",0.001,3000,0.0783018,84,0.0514092,0,0.0514092
"30,30,30,30",0.001,3000,0.0783018,85,0.0512875,0,0.0512875
"30,30,30,30",0.001,3000,0.0783018,86,0.0511616,0,0.0511616
"30,30,30,30",0.001,3000,0.0783018,87,0.0510501,0,0.0510501
"30,30,30,30",0.001,3000,0.0783018,88,0.0509343,0,0.0509343
"30,30,30,30",0.001,3000,0.0783018,89,0.0508326,0,0.0508326
"30,30,30,30",0.001,3000,0.0783018,90,0.0507267,0,0.0507267
"30,30,30,30",0.001,3000,0.0783018,91,0.0506348,0,0.0506348
"30,30,30,30",0.001,3000,0.0783018,92,0.0505389,0,0.0505389
"30,30,30,30",0.001,3000,0.0783018,93,0.0504574,0,0.0504574
"30,30,30,30",0.001,3000,0.0783018,94,0.0503718,0,0.0503718
"30,30,30,30",0.001,3000,0.0783018,95,0.0503017,0,0.0503017
"30,30,30,30",0.001,3000,0.0783018,96,0.0502272,0,0.0502272
"30,30,30,30",0.001,3000,0.0783018,97,0.05017,0,0.05017
"30,30,30,30",0.001,3000,0.0783018,98,0.0501081,0,0.0501081
"30,30,30,30",0.001,3000,0.0783018,99,0.0500669,0,0.0500669
"30,30,30,30",0.001,3000,0.0783018,100,0.0500201,0,0.0500201
"30,30,30,30",0.001,3000,0.0783018,101,0.0499995,0,0.0499995
"30,30,30,30",0.001,3000,0.0783018,102,0.0499717,0,0.0499717
"30,30,30,30",0.001,3000,0.0783018,103,0.0499789,0,0.0499789
"30,30,30,30",0.001,3000,0.0783018,104,0.0499757,0,0.0499757
"30,30,30,30",0.001,3000,0.0783018,105,0.0500204,0,0.0500204
