HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"10,10,10,10,10",0.0001,3000,0.0783018,1,7.64184,0,7.64184
"10,10,10,10,10",0.0001,3000,0.0783018,2,7.61725,0,7.61725
"10,10,10,10,10",0.0001,3000,0.0783018,3,7.59985,0,7.59985
"10,10,10,10,10",0.0001,3000,0.0783018,4,7.5856,0,7.5856
"10,10,10,10,10",0.0001,3000,0.0783018,5,7.57322,0,7.57322
"10,10,10,10,10",0.0001,3000,0.0783018,6,7.56211,0,7.56211
"10,10,10,10,10",0.0001,3000,0.0783018,7,7.55195,0,7.55195
"10,10,10,10,10",0.0001,3000,0.0783018,8,7.54251,0,7.54251
"10,10,10,10,10",0.0001,3000,0.0783018,9,7.53366,0,7.53366
"10,10,10,10,10",0.0001,3000,0.0783018,10,7.52529,0,7.52529
"10,10,10,10,10",0.0001,3000,0.0783018,11,7.51732,0,7.51732
"10,10,10,10,10",0.0001,3000,0.0783018,12,7.50971,0,7.50971
"10,10,10,10,10",0.0001,3000,0.0783018,13,7.5024,0,7.5024
"10,10,10,10,10",0.0001,3000,0.0783018,14,7.49536,0,7.49536
"10,10,10,10,10",0.0001,3000,0.0783018,15,7.48855,0,7.48855
"10,10,10,10,10",0.0001,3000,0.0783018,16,7.48196,0,7.48196
"10,10,10,10,10",0.0001,3000,0.0783018,17,7.47555,0,7.47555
"10,10,10,10,10",0.0001,3000,0.0783018,18,7.46933,0,7.46933
"10,10,10,10,10",0.0001,3000,0.0783018,19,7.46326,0,7.46326
"10,10,10,10,10",0.0001,3000,0.0783018,20,7.45733,0,7.45733
"10,10,10,10,10",0.0001,3000,0.0783018,21,7.45155,0,7.45155
"10,10,10,10,10",0.0001,3000,0.0783018,22,7.44588,0,7.44588
"10,10,10,10,10",0.0001,3000,0.0783018,23,7.44033,0,7.44033
"10,10,10,10,10",0.0001,3000,0.0783018,24,7.43489,0,7.43489
"10,10,10,10,10",0.0001,3000,0.0783018,25,7.42954,0,7.42954
"10,10,10,10,10",0.0001,3000,0.0783018,26,7.42429,0,7.42429
"10,10,10,10,10",0.0001,3000,0.0783018,27,7.41913,0,7.41913
"10,10,10,10,10",0.0001,3000,0.0783018,28,7.41405,0,7.41405
"10,10,10,10,10",0.0001,3000,0.0783018,29,7.40905,0,7.40905
"10,10,10,10,10",0.0001,3000,0.0783018,30,7.40412,0,7.40412
"10,10,10,10,10",0.0001,3000,0.0783018,31,7.39926,0,7.39926
"10,10,10,10,10",0.0001,3000,0.0783018,32,7.39447,0,7.39447
"10,10,10,10,10",0.0001,3000,0.0783018,33,7.38974,0,7.38974
"10,10,10,10,10",0.0001,3000,0.0783018,34,7.38507,0,7.38507
"10,10,10,10,10",0.0001,3000,0.0783018,35,7.38045,0,7.38045
"10,10,10,10,10",0.0001,3000,0.0783018,36,7.37589,0,7.37589
"10,10,10,10,10",0.0001,3000,0.0783018,37,7.37139,0,7.37139
"10,10,10,10,10",0.0001,3000,0.0783018,38,7.36693,0,7.36693
"10,10,10,10,10",0.0001,3000,0.0783018,39,7.36251,0,7.36251
"10,10,10,10,10",0.0001,3000,0.0783018,40,7.35814,0,7.35814
"10,10,10,10,10",0.0001,3000,0.0783018,41,7.35382,0,7.35382
"10,10,10,10,10",0.0001,3000,0.0783018,42,7.34954,0,7.34954
"10,10,10,10,10",0.0001,3000,0.0783018,43,7.34529,0,7.34529
"10,10,10,10,10",0.0001,3000,0.0783018,44,7.34109,0,7.34109
"10,10,10,10,10",0.0001,3000,0.0783018,45,7.33692,0,7.33692
"10,10,10,10,10",0.0001,3000,0.0783018,46,7.33278,0,7.33278
"10,10,10,10,10",0.0001,3000,0.0783018,47,7.32868,0,7.32868
"10,10,10,10,10",0.0001,3000,0.0783018,48,7.32462,0,7.32462
"10,10,10,10,10",0.0001,3000,0.0783018,49,7.32058,0,7.32058
"10,10,10,10,10",0.0001,3000,0.0783018,50,7.31657,0,7.31657
"10,10,10,10,10",0.0001,3000,0.0783018,51,7.3126,0,7.3126
"10,10,10,10,10",0.0001,3000,0.0783018,52,7.30865,0,7.30865
"10,10,10,10,10",0.0001,3000,0.0783018,53,7.30473,0,7.30473
"10,10,10,10,10",0.0001,3000,0.0783018,54,7.30083,0,7.30083
"10,10,10,10,10",0.0001,3000,0.0783018,55,7.29696,0,7.29696
"10,10,10,10,10",0.0001,3000,0.0783018,56,7.29312,0,7.29312
"10,10,10,10,10",0.0001,3000,0.0783018,57,7.2893,0,7.2893
