HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"20,20,20,20,20",0.0001,3000,0.0783018,1,8.66784,0,8.66784
"20,20,20,20,20",0.0001,3000,0.0783018,2,8.63493,0,8.63493
"20,20,20,20,20",0.0001,3000,0.0783018,3,8.61183,0,8.61183
"20,20,20,20,20",0.0001,3000,0.0783018,4,8.593,0,8.593
"20,20,20,20,20",0.0001,3000,0.0783018,5,8.5767,0,8.5767
"20,20,20,20,20",0.0001,3000,0.0783018,6,8.56209,0,8.56209
"20,20,20,20,20",0.0001,3000,0.0783018,7,8.54874,0,8.54874
"20,20,20,20,20",0.0001,3000,0.0783018,8,8.53634,0,8.53634
"20,20,20,20,20",0.0001,3000,0.0783018,9,8.52472,0,8.52472
"20,20,20,20,20",0.0001,3000,0.0783018,10,8.51372,0,8.51372
"20,20,20,20,20",0.0001,3000,0.0783018,11,8.50326,0,8.50326
"20,20,20,20,20",0.0001,3000,0.0783018,12,8.49326,0,8.49326
"20,20,20,20,20",0.0001,3000,0.0783018,13,8.48365,0,8.48365
"20,20,20,20,20",0.0001,3000,0.0783018,14,8.47438,0,8.47438
"20,20,20,20,20",0.0001,3000,0.0783018,15,8.46543,0,8.46543
"20,20,20,20,20",0.0001,3000,0.0783018,16,8.45674,0,8.45674
"20,20,20,20,20",0.0001,3000,0.0783018,17,8.44831,0,8.44831
"20,20,20,20,20",0.0001,3000,0.0783018,18,8.44009,0,8.44009
"20,20,20,20,20",0.0001,3000,0.0783018,19,8.43208,0,8.43208
"20,20,20,20,20",0.0001,3000,0.0783018,20,8.42426,0,8.42426
"20,20,20,20,20",0.0001,3000,0.0783018,21,8.41661,0,8.41661
"20,20,20,20,20",0.0001,3000,0.0783018,22,8.40911,0,8.40911
"20,20,20,20,20",0.0001,3000,0.0783018,23,8.40176,0,8.40176
"20,20,20,20,20",0.0001,3000,0.0783018,24,8.39454,0,8.39454
"20,20,20,20,20",0.0001,3000,0.0783018,25,8.38745,0,8.38745
"20,20,20,20,20",0.0001,3000,0.0783018,26,8.38048,0,8.38048
"20,20,20,20,20",0.0001,3000,0.0783018,27,8.37361,0,8.37361
"20,20,20,20,20",0.0001,3000,0.0783018,28,8.36685,0,8.36685
"20,20,20,20,20",0.0001,3000,0.0783018,29,8.36018,0,8.36018
"20,20,20,20,20",0.0001,3000,0.0783018,30,8.3536,0,8.3536
"20,20,20,20,20",0.0001,3000,0.0783018,31,8.34711,0,8.34711
"20,20,20,20,20",0.0001,3000,0.0783018,32,8.3407,0,8.3407
"20,20,20,20,20",0.0001,3000,0.0783018,33,8.33436,0,8.33436
"20,20,20,20,20",0.0001,3000,0.0783018,34,8.3281,0,8.3281
"20,20,20,20,20",0.0001,3000,0.0783018,35,8.3219,0,8.3219
"20,20,20,20,20",0.0001,3000,0.0783018,36,8.31577,0,8.31577
"20,20,20,20,20",0.0001,3000,0.0783018,37,8.30969,0,8.30969
"20,20,20,20,20",0.0001,3000,0.0783018,38,8.30368,0,8.30368
"20,20,20,20,20",0.0001,3000,0.0783018,39,8.29772,0,8.29772
"20,20,20,20,20",0.0001,3000,0.0783018,40,8.29181,0,8.29181
"20,20,20,20,20",0.0001,3000,0.0783018,41,8.28595,0,8.28595
"20,20,20,20,20",0.0001,3000,0.0783018,42,8.28014,0,8.28014
