HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"10,10,10,10,10,10",0.0001,3000,0.0783018,1,8.3348,9.47975e-07,8.3348
"10,10,10,10,10,10",0.0001,3000,0.0783018,2,8.31349,1.08667e-06,8.31349
"10,10,10,10,10,10",0.0001,3000,0.0783018,3,8.29844,1.19314e-06,8.29844
"10,10,10,10,10,10",0.0001,3000,0.0783018,4,8.28615,1.28715e-06,8.28615
"10,10,10,10,10,10",0.0001,3000,0.0783018,5,8.27548,1.37353e-06,8.27548
"10,10,10,10,10,10",0.0001,3000,0.0783018,6,8.26592,1.45454e-06,8.26592
"10,10,10,10,10,10",0.0001,3000,0.0783018,7,8.25715,1.53151e-06,8.25715
"10,10,10,10,10,10",0.0001,3000,0.0783018,8,8.24901,1.60533e-06,8.24901
"10,10,10,10,10,10",0.0001,3000,0.0783018,9,8.24137,1.67666e-06,8.24137
"10,10,10,10,10,10",0.0001,3000,0.0783018,10,8.23413,1.74603e-06,8.23414
"10,10,10,10,10,10",0.0001,3000,0.0783018,11,8.22725,1.81389e-06,8.22725
"10,10,10,10,10,10",0.0001,3000,0.0783018,12,8.22065,1.8806e-06,8.22066
"10,10,10,10,10,10",0.0001,3000,0.0783018,13,8.21432,1.94645e-06,8.21432
"10,10,10,10,10,10",0.0001,3000,0.0783018,14,8.20821,2.01168e-06,8.20821
"10,10,10,10,10,10",0.0001,3000,0.0783018,15,8.20229,2.07645e-06,8.2023
"10,10,10,10,10,10",0.0001,3000,0.0783018,16,8.19656,2.1409e-06,8.19656
"10,10,10,10,10,10",0.0001,3000,0.0783018,17,8.19098,2.20512e-06,8.19098
"10,10,10,10,10,10",0.0001,3000,0.0783018,18,8.18555,2.2692e-06,8.18555
"10,10,10,10,10,10",0.0001,3000,0.0783018,19,8.18024,2.33318e-06,8.18024
"10,10,10,10,10,10",0.0001,3000,0.0783018,20,8.17505,2.39712e-06,8.17506
"10,10,10,10,10,10",0.0001,3000,0.0783018,21,8.16998,2.46105e-06,8.16998
"10,10,10,10,10,10",0.0001,3000,0.0783018,22,8.165,2.525e-06,8.165
"10,10,10,10,10,10",0.0001,3000,0.0783018,23,8.16011,2.58901e-06,8.16012
"10,10,10,10,10,10",0.0001,3000,0.0783018,24,8.15531,2.6531e-06,8.15532
"10,10,10,10,10,10",0.0001,3000,0.0783018,25,8.15059,2.7173e-06,8.15059
"10,10,10,10,10,10",0.0001,3000,0.0783018,26,8.14594,2.78163e-06,8.14595
"10,10,10,10,10,10",0.0001,3000,0.0783018,27,8.14137,2.84612e-06,8.14137
"10,10,10,10,10,10",0.0001,3000,0.0783018,28,8.13685,2.91079e-06,8.13686
"10,10,10,10,10,10",0.0001,3000,0.0783018,29,8.1324,2.97566e-06,8.1324
"10,10,10,10,10,10",0.0001,3000,0.0783018,30,8.12801,3.04075e-06,8.12801
"10,10,10,10,10,10",0.0001,3000,0.0783018,31,8.12366,3.10608e-06,8.12367
"10,10,10,10,10,10",0.0001,3000,0.0783018,32,8.11937,3.17166e-06,8.11938
"10,10,10,10,10,10",0.0001,3000,0.0783018,33,8.11513,3.23751e-06,8.11513
"10,10,10,10,10,10",0.0001,3000,0.0783018,34,8.11093,3.30363e-06,8.11094
"10,10,10,10,10,10",0.0001,3000,0.0783018,35,8.10678,3.37004e-06,8.10678
"10,10,10,10,10,10",0.0001,3000,0.0783018,36,8.10266,3.43673e-06,8.10267
"10,10,10,10,10,10",0.0001,3000,0.0783018,37,8.09859,3.50373e-06,8.09859
"10,10,10,10,10,10",0.0001,3000,0.0783018,38,8.09455,3.57102e-06,8.09455
"10,10,10,10,10,10",0.0001,3000,0.0783018,39,8.09055,3.63863e-06,8.09055
"10,10,10,10,10,10",0.0001,3000,0.0783018,40,8.08658,3.70653e-06,8.08658
"10,10,10,10,10,10",0.0001,3000,0.0783018,41,8.08264,3.77475e-06,8.08264
"10,10,10,10,10,10",0.0001,3000,0.0783018,42,8.07873,3.84328e-06,8.07874
"10,10,10,10,10,10",0.0001,3000,0.0783018,43,8.07486,3.91211e-06,8.07486
"10,10,10,10,10,10",0.0001,3000,0.0783018,44,8.07101,3.98126e-06,8.07101
"10,10,10,10,10,10",0.0001,3000,0.0783018,45,8.06718,4.05073e-06,8.06719
"10,10,10,10,10,10",0.0001,3000,0.0783018,46,8.06338,4.1205e-06,8.06339
"10,10,10,10,10,10",0.0001,3000,0.0783018,47,8.05961,4.1906e-06,8.05961
"10,10,10,10,10,10",0.0001,3000,0.0783018,48,8.05586,4.26101e-06,8.05586
"10,10,10,10,10,10",0.0001,3000,0.0783018,49,8.05213,4.33175e-06,8.05214
"10,10,10,10,10,10",0.0001,3000,0.0783018,50,8.04843,4.40282e-06,8.04843
"10,10,10,10,10,10",0.0001,3000,0.0783018,51,8.04474,4.47423e-06,8.04474
"10,10,10,10,10,10",0.0001,3000,0.0783018,52,8.04107,4.54597e-06,8.04108
"10,10,10,10,10,10",0.0001,3000,0.0783018,53,8.03743,4.61807e-06,8.03743
"10,10,10,10,10,10",0.0001,3000,0.0783018,54,8.0338,4.69053e-06,8.0338
"10,10,10,10,10,10",0.0001,3000,0.0783018,55,8.03019,4.76336e-06,8.03019
"10,10,10,10,10,10",0.0001,3000,0.0783018,56,8.0266,4.83658e-06,8.0266
"10,10,10,10,10,10",0.0001,3000,0.0783018,57,8.02302,4.91019e-06,8.02302
"10,10,10,10,10,10",0.0001,3000,0.0783018,58,8.01946,4.9842e-06,8.01946
"10,10,10,10,10,10",0.0001,3000,0.0783018,59,8.01591,5.05863e-06,8.01592
"10,10,10,10,10,10",0.0001,3000,0.0783018,60,8.01238,5.13348e-06,8.01239
"10,10,10,10,10,10",0.0001,3000,0.0783018,61,8.00887,5.20877e-06,8.00887
"10,10,10,10,10,10",0.0001,3000,0.0783018,62,8.00536,5.28452e-06,8.00537
"10,10,10,10,10,10",0.0001,3000,0.0783018,63,8.00187,5.36072e-06,8.00188
"10,10,10,10,10,10",0.0001,3000,0.0783018,64,7.9984,5.43739e-06,7.9984
"10,10,10,10,10,10",0.0001,3000,0.0783018,65,7.99493,5.51455e-06,7.99494
"10,10,10,10,10,10",0.0001,3000,0.0783018,66,7.99148,5.59219e-06,7.99149
"10,10,10,10,10,10",0.0001,3000,0.0783018,67,7.98804,5.67034e-06,7.98805
"10,10,10,10,10,10",0.0001,3000,0.0783018,68,7.98461,5.749e-06,7.98462
"10,10,10,10,10,10",0.0001,3000,0.0783018,69,7.98119,5.82818e-06,7.9812
"10,10,10,10,10,10",0.0001,3000,0.0783018,70,7.97778,5.90789e-06,7.97779
"10,10,10,10,10,10",0.0001,3000,0.0783018,71,7.97439,5.98814e-06,7.97439
"10,10,10,10,10,10",0.0001,3000,0.0783018,72,7.971,6.06894e-06,7.971
"10,10,10,10,10,10",0.0001,3000,0.0783018,73,7.96762,6.15031e-06,7.96763
"10,10,10,10,10,10",0.0001,3000,0.0783018,74,7.96425,6.23225e-06,7.96426
"10,10,10,10,10,10",0.0001,3000,0.0783018,75,7.96089,6.31477e-06,7.9609
"10,10,10,10,10,10",0.0001,3000,0.0783018,76,7.95754,6.39788e-06,7.95754
"10,10,10,10,10,10",0.0001,3000,0.0783018,77,7.95419,6.48161e-06,7.9542
"10,10,10,10,10,10",0.0001,3000,0.0783018,78,7.95086,6.56595e-06,7.95087
"10,10,10,10,10,10",0.0001,3000,0.0783018,79,7.94753,6.65092e-06,7.94754
"10,10,10,10,10,10",0.0001,3000,0.0783018,80,7.94421,6.73653e-06,7.94422
"10,10,10,10,10,10",0.0001,3000,0.0783018,81,7.9409,6.8228e-06,7.9409
"10,10,10,10,10,10",0.0001,3000,0.0783018,82,7.93759,6.90973e-06,7.9376
"10,10,10,10,10,10",0.0001,3000,0.0783018,83,7.93429,6.99734e-06,7.9343
"10,10,10,10,10,10",0.0001,3000,0.0783018,84,7.931,7.08565e-06,7.931
"10,10,10,10,10,10",0.0001,3000,0.0783018,85,7.92771,7.17466e-06,7.92772
"10,10,10,10,10,10",0.0001,3000,0.0783018,86,7.92443,7.26439e-06,7.92444
"10,10,10,10,10,10",0.0001,3000,0.0783018,87,7.92115,7.35485e-06,7.92116
"10,10,10,10,10,10",0.0001,3000,0.0783018,88,7.91788,7.44605e-06,7.91789
"10,10,10,10,10,10",0.0001,3000,0.0783018,89,7.91462,7.538e-06,7.91463
"10,10,10,10,10,10",0.0001,3000,0.0783018,90,7.91136,7.63073e-06,7.91137
"10,10,10,10,10,10",0.0001,3000,0.0783018,91,7.90811,7.72423e-06,7.90812
"10,10,10,10,10,10",0.0001,3000,0.0783018,92,7.90486,7.81852e-06,7.90487
"10,10,10,10,10,10",0.0001,3000,0.0783018,93,7.90162,7.91362e-06,7.90162
"10,10,10,10,10,10",0.0001,3000,0.0783018,94,7.89838,8.00953e-06,7.89838
