HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30",0.0001,3000,0.0783018,1,8.19312,1.79096e-05,8.19314
"30,30,30,30",0.0001,3000,0.0783018,2,8.14722,2.11571e-05,8.14724
"30,30,30,30",0.0001,3000,0.0783018,3,8.11487,2.40569e-05,8.11489
"30,30,30,30",0.0001,3000,0.0783018,4,8.0884,2.67577e-05,8.08843
"30,30,30,30",0.0001,3000,0.0783018,5,8.0654,2.93806e-05,8.06543
"30,30,30,30",0.0001,3000,0.0783018,6,8.04472,3.19747e-05,8.04476
"30,30,30,30",0.0001,3000,0.0783018,7,8.02575,3.4558e-05,8.02579
"30,30,30,30",0.0001,3000,0.0783018,8,8.00809,3.71407e-05,8.00813
"30,30,30,30",0.0001,3000,0.0783018,9,7.99147,3.97303e-05,7.99151
"30,30,30,30",0.0001,3000,0.0783018,10,7.97571,4.23317e-05,7.97575
"30,30,30,30",0.0001,3000,0.0783018,11,7.96066,4.49478e-05,7.9607
"30,30,30,30",0.0001,3000,0.0783018,12,7.94621,4.75805e-05,7.94626
"30,30,30,30",0.0001,3000,0.0783018,13,7.93228,5.02313e-05,7.93233
"30,30,30,30",0.0001,3000,0.0783018,14,7.9188,5.29013e-05,7.91885
"30,30,30,30",0.0001,3000,0.0783018,15,7.90571,5.55915e-05,7.90577
"30,30,30,30",0.0001,3000,0.0783018,16,7.89297,5.83029e-05,7.89303
"30,30,30,30",0.0001,3000,0.0783018,17,7.88054,6.10362e-05,7.8806
"30,30,30,30",0.0001,3000,0.0783018,18,7.86838,6.37924e-05,7.86845
"30,30,30,30",0.0001,3000,0.0783018,19,7.85647,6.65722e-05,7.85654
"30,30,30,30",0.0001,3000,0.0783018,20,7.84478,6.93764e-05,7.84485
"30,30,30,30",0.0001,3000,0.0783018,21,7.83328,7.22057e-05,7.83335
"30,30,30,30",0.0001,3000,0.0783018,22,7.82196,7.50607e-05,7.82204
"30,30,30,30",0.0001,3000,0.0783018,23,7.81081,7.79423e-05,7.81089
"30,30,30,30",0.0001,3000,0.0783018,24,7.7998,8.08512e-05,7.79988
"30,30,30,30",0.0001,3000,0.0783018,25,7.78892,8.3788e-05,7.78901
"30,30,30,30",0.0001,3000,0.0783018,26,7.77817,8.67535e-05,7.77826
"30,30,30,30",0.0001,3000,0.0783018,27,7.76752,8.97485e-05,7.76761
"30,30,30,30",0.0001,3000,0.0783018,28,7.75698,9.27736e-05,7.75707
"30,30,30,30",0.0001,3000,0.0783018,29,7.74652,9.58295e-05,7.74662
