HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,1,8.34099,2.70688e-09,8.34099
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,2,8.29865,2.86489e-09,8.29865
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,3,8.26895,3.71663e-09,8.26895
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,4,8.24476,4.92182e-09,8.24476
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,5,8.2238,6.46692e-09,8.2238
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,6,8.20502,8.37604e-09,8.20502
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,7,8.18783,1.0682e-08,8.18783
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,8,8.17185,1.34295e-08,8.17185
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,9,8.15684,1.66767e-08,8.15684
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,10,8.14262,2.04943e-08,8.14262
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,11,8.12905,2.49627e-08,8.12905
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,12,8.11603,3.01716e-08,8.11603
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,13,8.10348,3.62198e-08,8.10348
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,14,8.09133,4.3216e-08,8.09133
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,15,8.07954,5.12812e-08,8.07954
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,16,8.06806,6.05501e-08,8.06806
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,17,8.05686,7.11728e-08,8.05686
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,18,8.04589,8.33159e-08,8.04589
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,19,8.03513,9.71649e-08,8.03513
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,20,8.02456,1.12928e-07,8.02456
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,21,8.01416,1.30841e-07,8.01416
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,22,8.0039,1.51171e-07,8.0039
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,23,7.99377,1.74223e-07,7.99377
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,24,7.98376,2.0034e-07,7.98377
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,25,7.97386,2.29907e-07,7.97386
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,26,7.96404,2.63351e-07,7.96404
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,27,7.9543,3.01146e-07,7.9543
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,28,7.94463,3.43809e-07,7.94463
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,29,7.93502,3.91906e-07,7.93502
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,30,7.92545,4.46052e-07,7.92545
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,31,7.91593,5.06912e-07,7.91593
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,32,7.90645,5.75211e-07,7.90645
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,33,7.89699,6.51738e-07,7.89699
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,34,7.88756,7.37355e-07,7.88756
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,35,7.87814,8.33005e-07,7.87814
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,36,7.86874,9.39717e-07,7.86874
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,37,7.85933,1.05862e-06,7.85933
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,38,7.84993,1.19096e-06,7.84993
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,39,7.84052,1.33807e-06,7.84052
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,40,7.8311,1.50143e-06,7.83111
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,41,7.82167,1.68266e-06,7.82167
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,42,7.81222,1.88348e-06,7.81222
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,43,7.80274,2.1058e-06,7.80274
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,44,7.79323,2.35168e-06,7.79323
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,45,7.78369,2.62335e-06,7.78369
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,46,7.77411,2.92323e-06,7.77411
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,47,7.76449,3.25393e-06,7.76449
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,48,7.75482,3.61829e-06,7.75482
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,49,7.7451,4.01939e-06,7.7451
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,50,7.73532,4.46056e-06,7.73532
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,51,7.72548,4.94539e-06,7.72549
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,52,7.71558,5.4778e-06,7.71558
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,53,7.7056,6.06202e-06,7.70561
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,54,7.69555,6.70265e-06,7.69556
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,55,7.68542,7.40469e-06,7.68543
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,56,7.67521,8.17354e-06,7.67521
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,57,7.6649,9.01509e-06,7.66491
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,58,7.6545,9.93571e-06,7.65451
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,59,7.644,1.09423e-05,7.64401
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,60,7.63339,1.20424e-05,7.6334
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,61,7.62267,1.32439e-05,7.62268
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,62,7.61183,1.45557e-05,7.61185
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,63,7.60088,1.59872e-05,7.60089
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,64,7.58979,1.75483e-05,7.58981
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,65,7.57857,1.92501e-05,7.57859
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,66,7.56721,2.11041e-05,7.56723
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,67,7.5557,2.31229e-05,7.55573
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,68,7.54405,2.53201e-05,7.54407
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,69,7.53224,2.77101e-05,7.53226
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,70,7.52026,3.03088e-05,7.52029
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,71,7.50812,3.3133e-05,7.50815
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,72,7.4958,3.62009e-05,7.49583
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,73,7.4833,3.9532e-05,7.48334
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,74,7.47061,4.31475e-05,7.47065
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,75,7.45772,4.70701e-05,7.45777
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,76,7.44464,5.1324e-05,7.44469
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,77,7.43135,5.59356e-05,7.4314
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,78,7.41784,6.09327e-05,7.4179
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,79,7.40411,6.63457e-05,7.40417
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,80,7.39015,7.22068e-05,7.39022
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,81,7.37595,7.85506e-05,7.37603
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,82,7.36151,8.54143e-05,7.36159
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,83,7.34681,9.28376e-05,7.34691
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,84,7.33186,0.000100863,7.33196
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,85,7.31664,0.000109537,7.31675
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,86,7.30114,0.000118907,7.30126
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,87,7.28536,0.000129028,7.28549
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,88,7.26929,0.000139955,7.26943
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,89,7.25292,0.00015175,7.25307
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,90,7.23624,0.000164478,7.23641
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,91,7.21925,0.000178212,7.21943
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,92,7.20193,0.000193028,7.20212
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,93,7.18427,0.000209008,7.18448
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,94,7.16627,0.000226243,7.1665
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,95,7.14792,0.000244829,7.14816
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,96,7.1292,0.000264871,7.12947
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,97,7.11011,0.000286482,7.11039
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,98,7.09063,0.000309785,7.09094
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,99,7.07075,0.000334912,7.07109
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,100,7.05047,0.000362006,7.05083
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,101,7.02977,0.000391224,7.03016
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,102,7.00864,0.000422734,7.00906
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,103,6.98706,0.000456718,6.98751
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,104,6.96502,0.000493374,6.96551
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,105,6.94251,0.000532916,6.94305
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,106,6.91952,0.000575578,6.92009
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,107,6.89602,0.00062161,6.89665
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,108,6.87202,0.000671287,6.87269
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,109,6.84747,0.000724905,6.8482
"30,30,30,30,30,30,30",0.0001,3000,0.0783018,110,6.82239,0.000782785,6.82317
