HIDDEN_LAYERS,OPTIMIZER_STEP,MAX_ITERATIONS,DELTA_X,EPOCH,DATA_MSE,GRAD_MSE,TRAINING_MSE
"30,30,30,30,30,30,30",0.001,3000,0.0783018,1,7.59801,9.67027e-08,7.59801
"30,30,30,30,30,30,30",0.001,3000,0.0783018,2,7.25494,9.63163e-08,7.25494
"30,30,30,30,30,30,30",0.001,3000,0.0783018,3,6.99128,1.55451e-06,6.99128
"30,30,30,30,30,30,30",0.001,3000,0.0783018,4,6.66909,7.11913e-05,6.66916
"30,30,30,30,30,30,30",0.001,3000,0.0783018,5,6.08526,0.00256379,6.08782
"30,30,30,30,30,30,30",0.001,3000,0.0783018,6,4.71021,0.0485563,4.75877
"30,30,30,30,30,30,30",0.001,3000,0.0783018,7,2.18189,0.340068,2.52195
"30,30,30,30,30,30,30",0.001,3000,0.0783018,8,0.84318,0.71055,1.55373
"30,30,30,30,30,30,30",0.001,3000,0.0783018,9,1.32352,0.145175,1.4687
"30,30,30,30,30,30,30",0.001,3000,0.0783018,10,0.46971,0.397828,0.867538
"30,30,30,30,30,30,30",0.001,3000,0.0783018,11,0.652129,0.143762,0.795891
"30,30,30,30,30,30,30",0.001,3000,0.0783018,12,0.421435,0.246073,0.667509
"30,30,30,30,30,30,30",0.001,3000,0.0783018,13,0.524132,0.103797,0.627928
"30,30,30,30,30,30,30",0.001,3000,0.0783018,14,0.378758,0.163124,0.541882
"30,30,30,30,30,30,30",0.001,3000,0.0783018,15,0.42577,0.0820039,0.507774
"30,30,30,30,30,30,30",0.001,3000,0.0783018,16,0.338108,0.114863,0.452971
"30,30,30,30,30,30,30",0.001,3000,0.0783018,17,0.359726,0.0655333,0.42526
"30,30,30,30,30,30,30",0.001,3000,0.0783018,18,0.303519,0.0843817,0.387901
"30,30,30,30,30,30,30",0.001,3000,0.0783018,19,0.314258,0.0524528,0.366711
"30,30,30,30,30,30,30",0.001,3000,0.0783018,20,0.275941,0.0638059,0.339747
"30,30,30,30,30,30,30",0.001,3000,0.0783018,21,0.282824,0.0420728,0.324897
"30,30,30,30,30,30,30",0.001,3000,0.0783018,22,0.255372,0.0492386,0.30461
"30,30,30,30,30,30,30",0.001,3000,0.0783018,23,0.261845,0.0338256,0.29567
"30,30,30,30,30,30,30",0.001,3000,0.0783018,24,0.240447,0.0388323,0.279279
"30,30,30,30,30,30,30",0.001,3000,0.0783018,25,0.247631,0.0273293,0.274961
"30,30,30,30,30,30,30",0.001,3000,0.0783018,26,0.227967,0.03156,0.259527
"30,30,30,30,30,30,30",0.001,3000,0.0783018,27,0.233791,0.0222472,0.256038
"30,30,30,30,30,30,30",0.001,3000,0.0783018,28,0.212902,0.0261135,0.239016
"30,30,30,30,30,30,30",0.001,3000,0.0783018,29,0.215813,0.0183219,0.234135
"30,30,30,30,30,30,30",0.001,3000,0.0783018,30,0.196759,0.0217344,0.218494
"30,30,30,30,30,30,30",0.001,3000,0.0783018,31,0.198452,0.0155297,0.213981
"30,30,30,30,30,30,30",0.001,3000,0.0783018,32,0.183439,0.0183161,0.201755
"30,30,30,30,30,30,30",0.001,3000,0.0783018,33,0.18491,0.0136111,0.198521
"30,30,30,30,30,30,30",0.001,3000,0.0783018,34,0.173267,0.0156792,0.188947
"30,30,30,30,30,30,30",0.001,3000,0.0783018,35,0.174708,0.0122593,0.186968
"30,30,30,30,30,30,30",0.001,3000,0.0783018,36,0.165332,0.0136371,0.178969
"30,30,30,30,30,30,30",0.001,3000,0.0783018,37,0.166741,0.0112838,0.178024
"30,30,30,30,30,30,30",0.001,3000,0.0783018,38,0.158822,0.012046,0.170868
"30,30,30,30,30,30,30",0.001,3000,0.0783018,39,0.160129,0.0105632,0.170692
"30,30,30,30,30,30,30",0.001,3000,0.0783018,40,0.153146,0.0107936,0.163939
"30,30,30,30,30,30,30",0.001,3000,0.0783018,41,0.154231,0.0100026,0.164233
"30,30,30,30,30,30,30",0.001,3000,0.0783018,42,0.147889,0.00979252,0.157681
"30,30,30,30,30,30,30",0.001,3000,0.0783018,43,0.148623,0.0095247,0.158148
"30,30,30,30,30,30,30",0.001,3000,0.0783018,44,0.142813,0.00897757,0.151791
"30,30,30,30,30,30,30",0.001,3000,0.0783018,45,0.143115,0.00907683,0.152192
"30,30,30,30,30,30,30",0.001,3000,0.0783018,46,0.137851,0.00830424,0.146155
"30,30,30,30,30,30,30",0.001,3000,0.0783018,47,0.137722,0.00863453,0.146357
"30,30,30,30,30,30,30",0.001,3000,0.0783018,48,0.133055,0.00774425,0.140799
"30,30,30,30,30,30,30",0.001,3000,0.0783018,49,0.132575,0.00819581,0.140771
"30,30,30,30,30,30,30",0.001,3000,0.0783018,50,0.128527,0.00727961,0.135807
"30,30,30,30,30,30,30",0.001,3000,0.0783018,51,0.12782,0.00776876,0.135589
"30,30,30,30,30,30,30",0.001,3000,0.0783018,52,0.124359,0.00689744,0.131257
